NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE		15	0.5885642	1.1697515	0.26616916	0.23036644	1.0	1696	tags=13%, list=3%, signal=14%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		47	0.46304217	1.162709	0.19512194	0.23740186	1.0	5534	tags=30%, list=10%, signal=33%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		76	0.4121893	1.1578249	0.17539267	0.24239132	1.0	6463	tags=30%, list=12%, signal=34%	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION		23	0.52306086	1.1415038	0.27012986	0.2627371	1.0	2326	tags=9%, list=4%, signal=9%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		29	0.4993934	1.1367614	0.2591623	0.26743478	1.0	6633	tags=45%, list=12%, signal=51%	
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM		29	0.49157122	1.129427	0.28463477	0.27610314	1.0	7808	tags=52%, list=15%, signal=60%	
KEGG_INOSITOL_PHOSPHATE_METABOLISM	KEGG_INOSITOL_PHOSPHATE_METABOLISM		54	0.42717496	1.1116639	0.23414634	0.29919198	1.0	8784	tags=41%, list=16%, signal=49%	
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY		68	0.40904894	1.0956755	0.26243094	0.321167	1.0	6621	tags=31%, list=12%, signal=35%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		97	0.38238856	1.0828035	0.28125	0.33910987	1.0	6621	tags=23%, list=12%, signal=26%	
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM		76	0.39914095	1.060902	0.33827162	0.374523	1.0	5166	tags=26%, list=10%, signal=29%	
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION		78	0.381993	1.0590482	0.30656934	0.37520137	1.0	8740	tags=40%, list=16%, signal=47%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		180	0.34203115	1.0413904	0.31412104	0.40468848	1.0	8921	tags=32%, list=17%, signal=38%	
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM		34	0.44107527	1.0364563	0.37220845	0.41111878	1.0	7700	tags=32%, list=14%, signal=38%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		30	0.43550912	1.0258255	0.38405797	0.4298067	1.0	4202	tags=33%, list=8%, signal=36%	
KEGG_PRIMARY_IMMUNODEFICIENCY	KEGG_PRIMARY_IMMUNODEFICIENCY		34	0.44060433	1.0253568	0.39808154	0.4278529	1.0	6323	tags=38%, list=12%, signal=43%	
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY		35	0.424515	1.007384	0.43488944	0.46039805	1.0	9581	tags=23%, list=18%, signal=28%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		134	0.338147	1.0004706	0.4197861	0.47094798	1.0	8822	tags=35%, list=16%, signal=42%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		45	0.38144082	0.9675691	0.49197862	0.5361145	1.0	6781	tags=33%, list=13%, signal=38%	
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM		19	0.44231203	0.92904824	0.5488722	0.61981726	1.0	4908	tags=26%, list=9%, signal=29%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		53	0.33539587	0.8734887	0.6831169	0.7492914	1.0	8504	tags=25%, list=16%, signal=29%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES		26	0.38434967	0.8675286	0.6699029	0.75793064	1.0	11220	tags=50%, list=21%, signal=63%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		46	0.341242	0.8592725	0.688946	0.77270204	1.0	8261	tags=26%, list=15%, signal=31%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		25	0.37837568	0.84047717	0.7096774	0.8094875	1.0	7700	tags=36%, list=14%, signal=42%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		25	0.38035876	0.8341772	0.6925	0.8178642	1.0	8828	tags=36%, list=16%, signal=43%	
KEGG_LINOLEIC_ACID_METABOLISM	KEGG_LINOLEIC_ACID_METABOLISM		29	0.34222516	0.79402775	0.7947494	0.88692516	1.0	4908	tags=24%, list=9%, signal=27%	
KEGG_BETA_ALANINE_METABOLISM	KEGG_BETA_ALANINE_METABOLISM		22	0.3512792	0.75757605	0.81389576	0.93262184	1.0	4165	tags=27%, list=8%, signal=30%	
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE		124	0.26032075	0.7556226	0.99248123	0.9291816	1.0	7497	tags=19%, list=14%, signal=22%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM		16	0.35615173	0.7166986	0.85604113	0.95987767	1.0	8279	tags=38%, list=15%, signal=44%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		27	0.29725772	0.66957647	0.9579208	0.97945166	1.0	10934	tags=37%, list=20%, signal=46%	
